# Every toggleable feature this workspace has, declared: what group it belongs to, how hard it
# enforces, whether it is general or Lucas-specific, and whether it can actually be switched off.
# Read by core/hooks/feature_law.py; the answers live in core/profile.txt.
#
# WHY THIS FILE EXISTS: the ablation bench ran once and produced no signal for exactly one reason —
# there was no clean way to turn a single feature off. No feature in this workspace has ever been
# measured. This file is the instrument, not a config system: it NAMES which hook/skill/tool is
# wired and never restates the rule that hook enforces. A checker that restates the law is the
# drift the checkers exist to catch.
#
# THE TWO VOCABULARIES IT RECONCILES, and it does not invent a third:
#   SETUP.md          declares a slug per install step ("what do I run")     -> the `install` column
#   core/tools/deps.txt declares a slug per dependency ("what breaks")       -> the `slug` column
# Thirteen each, four shared verbatim. Both are the wrong shape for a toggle on their own: neither
# covers the enforcement layer, which has no install step and no dependency and is three quarters
# of what Lucas asked to be able to switch off. So this key set is a strict superset of their union.
#
# Tab-separated. Columns:
#   slug         the feature's identity. Every `feature` in core/tools/deps.txt appears here.
#                A SLUG AND THE FILE IT GOVERNS CARRY THE SAME NAME (Lucas, 2026-08-17), enforced
#                for the skills group by test_features.py: `roundup` is core/skills/roundup.md.
#                Descriptive suffixes read well in a registry and cost a lookup at every other
#                site, which is how `craft-flow` came to name a file called loops.md whose flow
#                was called craft — one feature, three spellings, none of them wrong alone.
#   group        hooks | tools | skills | agents | flows | norms — the tree's own layers, so a
#                feature is findable by opening a directory. A feature may be a COMBINATION,
#                written with `+`: `latex` is a pre-commit gate plus the tool family that gate
#                calls. The five groups this replaced (2026-08-17) named `capabilities`,
#                `context-tree` and `brain`, none of which is a directory — every wired row in
#                the latter two pointed into core/hooks/, so the claim written HERE that the
#                groups matched the tree died to one `ls core/`. `norms` is the only layer with
#                no code: rules obeyed rather than enforced, the INDUCED half of the line whose
#                ENFORCED half is file_law.py / schema_law.py / feature_law.py.
#   runs         automatic | on-demand — WHO STARTS IT. An automatic feature fires unbidden and so
#                has a moment; an on-demand one waits to be called and has none. Added 2026-08-18
#                because this file carried one column where it had two facts: `enforcement: none`
#                meant BOTH "fires by itself and applies no pressure" and "you call it", and that
#                ambiguity made a reader of this very registry report the capability half of the
#                workspace as dead weight. DO NOT DERIVE IT FROM `enforcement` — eleven rows cross,
#                and they are the reason the column exists: six are automatic and enforce nothing
#                (rtk-compaction, subtree-read-tracking, precompact-wipe, brain-attention,
#                opencode-plugin, and caveman, which activates itself from a SessionStart hook);
#                five are on-demand and still push (fanout-limit, context-head-budget,
#                first-line-comment, declared-deps, diagram). The subcategory of an on-demand
#                feature is its `group` and no third column is needed: a skill is typed as /name,
#                a tool is called by path. Named `automatic`/`on-demand` rather than
#                `passive`/`active` because this registry's other job is saying which features are
#                switched ON, and "an active feature" would be ambiguous at every other site.
#   install      the SETUP.md step that installs it, or - . Every `> feature:` slug in SETUP.md
#                appears in this column. THIS IS THE JOIN: three files, one vocabulary.
#   enforcement  blocks | warns | generates | advises | none — how hard it pushes, once something
#                has started it. Orthogonal to `runs` above, which says what starts it.
#   scope        general | lucas . This column is the general/Lucas-specific line: it is not a
#                document, it is what the public sync is allowed to copy.
#   wired        path of the file that calls feature_law.is_enabled(), or `n/a <reason>`, or - .
#                COMMA-SEPARATED when the feature spans layers, and the plural is load-bearing
#                rather than tidy: `latex` is a pre-commit gate AND the tool family that gate
#                calls, so a switch that stopped only the tool would leave the gate reading the
#                tool's refusal as a violation and BLOCK the commit it was meant to relax.
#                A `-` IS A FINDING, counted by `core/tools/wos/features --findings`: a feature
#                that cannot be switched off is entangled with the scaffold rather than sitting on
#                it, and the target for that count is ZERO.
#                `n/a` means NO IN-PROCESS SWITCH, never "exempt" — the feature is still ablatable,
#                by building a clone variant without it (core/SPECS.md § AD-14). NO ROW USES `n/a`
#                as of 2026-08-17. The four that carried it were third-party machine state this
#                workspace does not author — the .venv, the absolute shebang, flutter — and left as
#                a SETUP.md step plus a deps.txt line, which is the codeburn ruling applied
#                unchanged. The fifth, google-auth, was misfiled: core/tools/auth/gauth.py is ours,
#                so it is a tool with a moment of its own.
#                THE TARGET OF ZERO IS NOT MET, and saying so here is the point: `telegram-capture`
#                reads `-`. Its code moved to code/aiwbot, a repo this one does not version, so
#                every wiring available today is wrong rather than merely unwritten — a
#                code/aiwbot path in this column makes a Tier 0 test of THIS repo assert on a
#                nested repo's content. The row is blocked on where that code lives — the
#                portability-and-clonability question in ROADMAP.md — not on wiring effort, and not
#                on this file. Until then the count stands at one and is printed rather than
#                explained away. This paragraph claimed the opposite for a day (2026-08-18): the
#                `n/a` column being empty is not the same fact as the target being met, and
#                conflating them made this registry the newest instance of the workspace describing
#                itself wrongly.
#                A row is n/a only because a switch CANNOT exist, never because wiring one is work.
#                Do not hide the count by claiming a row is wired when it is not. The honesty test
#                in test_features.py is a BEHAVIOURAL PROBE: it runs the feature both ways and
#                fails unless the observable changes. A grep for the slug would pass on a guard in
#                an unreachable branch, and would force one call site per row — which is why the
#                whole skills group shares one wiring point in the mirror.
#   buys         one sentence: what it is for and what it buys you. Required, because nobody
#                accepts an enforcement layer they cannot see the value of, and writing this
#                sentence per feature is itself an audit of whether the feature earns its place.
#
slug	group	runs	install	enforcement	scope	wired	buys
inbox-nudge	hooks	automatic	-	advises	lucas	core/hooks/session/inbox-nudge.py	Says at session start when brain/INBOX.md has piled past a threshold, so capture stays free without the queue quietly going unread
compass-nudge	hooks	automatic	-	advises	lucas	core/hooks/session/compass-nudge.py	A soft, ignorable reminder that the strategic review has not run in a while
telegram-capture	tools	on-demand	telegram-capture	none	lucas	-	An away-from-PC front door into brain/INBOX.md, so a thought lands in the workspace instead of in a chat app
context-meter	hooks	automatic	-	advises	general	core/hooks/session/context-meter.py	Says once per threshold what the next turn costs, so a session crosses into an expensive band knowingly rather than by drift
precompact-wipe	hooks	automatic	-	none	general	core/hooks/session/precompact-wipe.sh	Clears the CONTEXT.md seen-markers before a compaction, so the chain is re-read by a session that no longer remembers reading it
entropy-dashboard	hooks	on-demand	-	none	general	core/hooks/entropy/dashboard/entropy-dashboard.py	Naming, placement, pointer integrity, fanout and size run as deterministic checks over this repo and every nested one, giving a number that must shrink instead of a feeling that the repo is messy
diagram	tools	on-demand	-	generates	general	core/tools/wos/diagram/architecture	The workspace draws itself from its own declarations — one committed HTML picture of what enforces what, what routes where and how much of it there is, regenerated at every session close so the map cannot drift from the tree
size	tools	on-demand	-	none	general	core/tools/wos/size	Every close says how many .md lines the session added and removed and in which directories, so "is the workspace getting more concise" is a number instead of a feeling
permissions	tools	on-demand	permissions	generates	general	core/tools/wos/permissions	What an agent may do without asking is chosen once from three named levels and rendered into each harness config, so the policy is one reviewable file instead of an allowlist that grows one panic-click at a time and enforces nothing
github-auth	tools	on-demand	github-auth	none	general	-	One authenticated GitHub account for the whole workspace: feature branches auto-push, /roundup can promote, and the agent reaches PRs and issues through gh instead of asking you to paste output from a browser
rtk-compaction	hooks	automatic	rtk-compaction	none	general	core/hooks/compact/bash-compact-rewrite.py	Compresses tool output before it reaches the context by 60-90%, transparently, with nothing to type
web-search	tools	on-demand	web-search	none	general	core/tools/web/search	One entrypoint every agent calls for search, resolving its own backend, so picking a search CLI is a maintenance burden inside one script instead of in every agent's prompt
google-auth	tools	on-demand	google-auth	none	lucas	core/tools/auth/gauth.py	Shared OAuth2 for every Google-backed tool: mail, calendar, files and slides
forms	tools	on-demand	forms	none	lucas	core/tools/forms/gforms	A form is written as a versioned JSON spec and applied in one call, so the questions live in the workspace and its answers come back as text instead of a spreadsheet nobody reads
mail-triage	tools	on-demand	-	none	lucas	core/tools/mail/gmail	Reads a mailbox and classifies it into workspace routes, so email arrives as INBOX entries rather than as a second queue
notes-notion	tools	on-demand	-	none	lucas	core/tools/notes/notion	Pages and note databases read as navigable text
latex	hooks+tools	automatic	latex	blocks	general	core/hooks/commit/gates.py,core/tools/paper/papers	Everything this workspace does with a paper: search and text extraction, the .texif scaffolding, and the term-consistency check that blocks a paper commit whose vocabulary drifted
video-text	tools	on-demand	-	none	general	core/tools/video/video	Turns a media link into navigable text through metadata, captions, transcript, OCR and visual captioning, which is what makes a link in the INBOX drainable
wazip	tools	on-demand	-	none	general	core/tools/chat/wazip	Turns an exported chat into navigable text with the voice notes transcribed inline, which is what makes WhatsApp — where the obra, a feirinha and the instituto actually happen — readable by a session at all
asset-inspect	tools	on-demand	-	none	general	core/tools/assets/inspect	Interface stubs for non-code assets, so an image or a CSV is readable without opening it
caveman	skills	automatic	caveman	none	lucas	core/skills/caveman/hooks/config.js	Compresses the agent's own prose by roughly 65% without touching technical content, and goes off with a sentence when precision matters
craft	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Develops a feature in file-relayed loops with model autorouting, so a plan carries its own model assignment instead of leaving routing to recall at execution time
roundup	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Drains the session's ledgers into durable files and promotes the branch, so a session's knowledge survives it and no repo idles on an open branch
handoff	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Writes the next session's opening prompt, and refuses when there is nothing open
inbox	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	Routes every INBOX entry to a goal, task, reference or project doc, which is what makes capture free without making the queue permanent
compass	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	The strategic review: what has wind, what to reorder, what to ditch guilt-free
research	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	The research workflow, from scouting sources to a written synthesis
prepare	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Turns a raw task into an optimised agent prompt, recommending model and effort
dedup	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Semantic duplication audit for a code project: the near-duplicate logic the verbatim-clone gate misses
install	skills	on-demand	skill-mirrors	none	general	core/tools/wos/skills/mirror.py	Probes every step in SETUP.md on this machine, reports what is missing and executes it
gmail	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	Triages Gmail across every configured account and writes the routes into brain/INBOX.md
calendar	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	Lists upcoming events and queries date ranges across every configured calendar account
drive	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	Lists, searches and downloads files from Google Drive across every configured account
foundry	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	Foundry VTT module development reference, loaded only when that work is in front of us
iso-visual	skills	on-demand	skill-mirrors	none	lucas	core/tools/wos/skills/mirror.py	The isoroll visual-semantics reference: image-to-text conventions and known model failure modes
filesystem	norms	automatic	-	advises	general	core/hooks/routing/norms.py	An agent answers from the tree in front of it instead of from what it remembers, which is what makes a stale belief impossible to act on
storage	norms	automatic	-	advises	general	core/hooks/routing/norms.py	Nothing that matters is written into a vendor directory, so the workspace stays portable across harnesses instead of hostage to one
secrets	norms	automatic	-	advises	general	core/hooks/routing/norms.py	A credential or someone else's personal data never reaches a remote, because a repo that leaks one is not fixable by deleting the line
improve	norms	automatic	-	advises	general	core/hooks/routing/norms.py	A session that notices a defect either fixes it or files it, so a finding never dies with the session that found it
interview	norms	automatic	-	advises	general	core/hooks/routing/norms.py	Doubt about intent costs one question instead of a session of work in the wrong direction
acronyms	norms	automatic	-	advises	general	core/hooks/routing/norms.py	A reader is never left decoding, which is what keeps a durable file readable by the next session rather than only by its author
edit	norms	automatic	-	advises	general	core/hooks/routing/norms.py	Refining an existing file beats adding one, so the tree stops scattering and the same idea stops living in three places
cap	norms	automatic	-	advises	general	core/hooks/routing/norms.py	A file over the cap is cut down rather than split into siblings, so growth turns into deletion instead of into more files
symmetry	norms	automatic	-	advises	general	core/hooks/routing/norms.py	An asymmetry that is written down gets fixed; one that is merely noticed becomes the next category error
deletion	norms	automatic	-	advises	general	core/hooks/routing/norms.py	A ledger holds only what is still open, so its length is a real measure of remaining work
dogfood	norms	automatic	-	advises	general	core/hooks/routing/norms.py	Our own tools get used and therefore get good, instead of decaying beside a hand-rolled alternative
reduce	norms	automatic	-	advises	general	core/hooks/routing/norms.py	Cada sessão devolve o workspace menor do que achou, então crescer vira uma decisão do Lucas em vez de um efeito colateral
